id,name,category,price,stock
429,books-429,books,87.73,498
430,home-430,home,89.10,4
431,toys-431,toys,90.47,11
432,food-432,food,91.84,18
433,electronics-433,electronics,93.21,25
434,clothing-434,clothing,94.58,32
435,books-435,books,95.95,39
436,home-436,home,97.32,46
437,toys-437,toys,98.69,53
438,food-438,food,0.06,60
439,electronics-439,electronics,1.43,67
440,clothing-440,clothing,2.80,74
441,books-441,books,4.17,81
442,home-442,home,5.54,88
443,toys-443,toys,6.91,95
444,food-444,food,8.28,102
445,electronics-445,electronics,9.65,109
446,clothing-446,clothing,11.02,116
447,books-447,books,12.39,123
448,home-448,home,13.76,130
449,toys-449,toys,15.13,137
450,food-450,food,16.50,144
451,electronics-451,electronics,17.87,151
452,clothing-452,clothing,19.24,158
453,books-453,books,20.61,165
454,home-454,home,21.98,172
455,toys-455,toys,23.35,179
456,food-456,food,24.72,186
457,electronics-457,electronics,26.09,193
458,clothing-458,clothing,27.46,200
459,books-459,books,28.83,207
460,home-460,home,30.20,214
461,toys-461,toys,31.57,221
462,food-462,food,32.94,228
463,electronics-463,electronics,34.31,235
464,clothing-464,clothing,35.68,242
465,books-465,books,37.05,249
466,home-466,home,38.42,256
467,toys-467,toys,39.79,263
468,food-468,food,41.16,270
469,electronics-469,electronics,42.53,277
470,clothing-470,clothing,43.90,284
471,books-471,books,45.27,291
472,home-472,home,46.64,298
473,toys-473,toys,48.01,305
474,food-474,food,49.38,312
475,electronics-475,electronics,50.75,319
476,clothing-476,clothing,52.12,326
477,books-477,books,53.49,333
478,home-478,home,54.86,340
479,toys-479,toys,56.23,347
480,food-480,food,57.60,354
481,electronics-481,electronics,58.97,361
482,clothing-482,clothing,60.34,368
483,books-483,books,61.71,375
484,home-484,home,63.08,382
485,toys-485,toys,64.45,389
486,food-486,food,65.82,396
487,electronics-487,electronics,67.19,403
488,clothing-488,clothing,68.56,410
489,books-489,books,69.93,417
490,home-490,home,71.30,424
491,toys-491,toys,72.67,431
492,food-492,food,74.04,438
493,electronics-493,electronics,75.41,445
494,clothing-494,clothing,76.78,452
495,books-495,books,78.15,459
496,home-496,home,79.52,466
497,toys-497,toys,80.89,473
498,food-498,food,82.26,480
499,electronics-499,electronics,83.63,487
500,clothing-500,clothing,85.00,494
501,books-501,books,86.37,0
502,home-502,home,87.74,7
503,toys-503,toys,89.11,14
504,food-504,food,90.48,21
505,electronics-505,electronics,91.85,28
506,clothing-506,clothing,93.22,35
507,books-507,books,94.59,42
508,home-508,home,95.96,49
509,toys-509,toys,97.33,56
510,food-510,food,98.70,63
511,electronics-511,electronics,0.07,70
512,clothing-512,clothing,1.44,77
513,books-513,books,2.81,84
514,home-514,home,4.18,91
515,toys-515,toys,5.55,98
516,food-516,food,6.92,105
517,electronics-517,electronics,8.29,112
518,clothing-518,clothing,9.66,119
519,books-519,books,11.03,126
520,home-520,home,12.40,133
521,toys-521,toys,13.77,140
522,food-522,food,15.14,147
523,electronics-523,electronics,16.51,154
524,clothing-524,clothing,17.88,161
525,books-525,books,19.25,168
526,home-526,home,20.62,175
527,toys-527,toys,21.99,182
528,food-528,food,23.36,189
529,electronics-529,electronics,24.73,196
530,clothing-530,clothing,26.10,203
531,books-531,books,27.47,210
532,home-532,home,28.84,217
533,toys-533,toys,30.21,224
534,food-534,food,31.58,231
535,electronics-535,electronics,32.95,238
536,clothing-536,clothing,34.32,245
537,books-537,books,35.69,252
538,home-538,home,37.06,259
539,toys-539,toys,38.43,266
540,food-540,food,39.80,273
541,electronics-541,electronics,41.17,280
542,clothing-542,clothing,42.54,287
543,books-543,books,43.91,294
544,home-544,home,45.28,301
545,toys-545,toys,46.65,308
546,food-546,food,48.02,315
547,electronics-547,electronics,49.39,322
548,clothing-548,clothing,50.76,329
549,books-549,books,52.13,336
550,home-550,home,53.50,343
551,toys-551,toys,54.87,350
552,food-552,food,56.24,357
553,electronics-553,electronics,57.61,364
554,clothing-554,clothing,58.98,371
555,books-555,books,60.35,378
556,home-556,home,61.72,385
557,toys-557,toys,63.09,392
558,food-558,food,64.46,399
559,electronics-559,electronics,65.83,406
560,clothing-560,clothing,67.20,413
561,books-561,books,68.57,420
562,home-562,home,69.94,427
563,toys-563,toys,71.31,434
564,food-564,food,72.68,441
565,electronics-565,electronics,74.05,448
566,clothing-566,clothing,75.42,455
567,books-567,books,76.79,462
568,home-568,home,78.16,469
569,toys-569,toys,79.53,476
570,food-570,food,80.90,483
571,electronics-571,electronics,82.27,490
572,clothing-572,clothing,83.64,497
573,books-573,books,85.01,3
574,home-574,home,86.38,10
575,toys-575,toys,87.75,17
576,food-576,food,89.12,24
577,electronics-577,electronics,90.49,31
578,clothing-578,clothing,91.86,38
579,books-579,books,93.23,45
580,home-580,home,94.60,52
581,toys-581,toys,95.97,59
582,food-582,food,97.34,66
583,electronics-583,electronics,98.71,73
584,clothing-584,clothing,0.08,80
585,books-585,books,1.45,87
586,home-586,home,2.82,94
587,toys-587,toys,4.19,101
588,food-588,food,5.56,108
589,electronics-589,electronics,6.93,115
590,clothing-590,clothing,8.30,122
591,books-591,books,9.67,129
592,home-592,home,11.04,136
593,toys-593,toys,12.41,143
594,food-594,food,13.78,150
595,electronics-595,electronics,15.15,157
596,clothing-596,clothing,16.52,164
597,books-597,books,17.89,171
598,home-598,home,19.26,178
599,toys-599,toys,20.63,185
600,food-600,food,22.00,192
601,electronics-601,electronics,23.37,199
602,clothing-602,clothing,24.74,206
603,books-603,books,26.11,213
604,home-604,home,27.48,220
605,toys-605,toys,28.85,227
606,food-606,food,30.22,234
607,electronics-607,electronics,31.59,241
608,clothing-608,clothing,32.96,248
609,books-609,books,34.33,255
610,home-610,home,35.70,262
611,toys-611,toys,37.07,269
612,food-612,food,38.44,276
613,electronics-613,electronics,39.81,283
614,clothing-614,clothing,41.18,290
615,books-615,books,42.55,297
616,home-616,home,43.92,304
617,toys-617,toys,45.29,311
618,food-618,food,46.66,318
619,electronics-619,electronics,48.03,325
620,clothing-620,clothing,49.40,332
621,books-621,books,50.77,339
622,home-622,home,52.14,346
623,toys-623,toys,53.51,353
624,food-624,food,54.88,360
625,electronics-625,electronics,56.25,367
626,clothing-626,clothing,57.62,374
627,books-627,books,58.99,381
628,home-628,home,60.36,388
629,toys-629,toys,61.73,395
630,food-630,food,63.10,402
631,electronics-631,electronics,64.47,409
632,clothing-632,clothing,65.84,416
633,books-633,books,67.21,423
634,home-634,home,68.58,430
635,toys-635,toys,69.95,437
636,food-636,food,71.32,444
637,electronics-637,electronics,72.69,451
638,clothing-638,clothing,74.06,458
639,books-639,books,75.43,465
640,home-640,home,76.80,472
641,toys-641,toys,78.17,479
642,food-642,food,79.54,486
643,electronics-643,electronics,80.91,493
644,clothing-644,clothing,82.28,500
645,books-645,books,83.65,6
646,home-646,home,85.02,13
647,toys-647,toys,86.39,20
648,food-648,food,87.76,27
649,electronics-649,electronics,89.13,34
650,clothing-650,clothing,90.50,41
651,books-651,books,91.87,48
652,home-652,home,93.24,55
653,toys-653,toys,94.61,62
654,food-654,food,95.98,69
655,electronics-655,electronics,97.35,76
656,clothing-656,clothing,98.72,83
657,books-657,books,0.09,90
658,home-658,home,1.46,97
659,toys-659,toys,2.83,104
660,food-660,food,4.20,111
661,electronics-661,electronics,5.57,118
662,clothing-662,clothing,6.94,125
663,books-663,books,8.31,132
664,home-664,home,9.68,139
665,toys-665,toys,11.05,146
666,food-666,food,12.42,153
667,electronics-667,electronics,13.79,160
668,clothing-668,clothing,15.16,167
669,books-669,books,16.53,174
670,home-670,home,17.90,181
671,toys-671,toys,19.27,188
672,food-672,food,20.64,195
673,electronics-673,electronics,22.01,202
674,clothing-674,clothing,23.38,209
675,books-675,books,24.75,216
676,home-676,home,26.12,223
677,toys-677,toys,27.49,230
678,food-678,food,28.86,237
679,electronics-679,electronics,30.23,244
680,clothing-680,clothing,31.60,251
681,books-681,books,32.97,258
682,home-682,home,34.34,265
683,toys-683,toys,35.71,272
684,food-684,food,37.08,279
685,electronics-685,electronics,38.45,286
686,clothing-686,clothing,39.82,293
687,books-687,books,41.19,300
688,home-688,home,42.56,307
689,toys-689,toys,43.93,314
690,food-690,food,45.30,321
691,electronics-691,electronics,46.67,328
692,clothing-692,clothing,48.04,335
693,books-693,books,49.41,342
694,home-694,home,50.78,349
695,toys-695,toys,52.15,356
696,food-696,food,53.52,363
697,electronics-697,electronics,54.89,370
698,clothing-698,clothing,56.26,377
699,books-699,books,57.63,384
700,home-700,home,59.00,391
701,toys-701,toys,60.37,398
702,food-702,food,61.74,405
703,electronics-703,electronics,63.11,412
704,clothing-704,clothing,64.48,419
705,books-705,books,65.85,426
706,home-706,home,67.22,433
707,toys-707,toys,68.59,440
708,food-708,food,69.96,447
709,electronics-709,electronics,71.33,454
710,clothing-710,clothing,72.70,461
711,books-711,books,74.07,468
712,home-712,home,75.44,475
713,toys-713,toys,76.81,482
714,food-714,food,78.18,489
715,electronics-715,electronics,79.55,496
716,clothing-716,clothing,80.92,2
717,books-717,books,82.29,9
718,home-718,home,83.66,16
719,toys-719,toys,85.03,23
720,food-720,food,86.40,30
721,electronics-721,electronics,87.77,37
722,clothing-722,clothing,89.14,44
723,books-723,books,90.51,51
724,home-724,home,91.88,58
725,toys-725,toys,93.25,65
726,food-726,food,94.62,72
727,electronics-727,electronics,95.99,79
728,clothing-728,clothing,97.36,86
729,books-729,books,98.73,93
730,home-730,home,0.10,100
731,toys-731,toys,1.47,107
732,food-732,food,2.84,114
733,electronics-733,electronics,4.21,121
734,clothing-734,clothing,5.58,128
735,books-735,books,6.95,135
736,home-736,home,8.32,142
737,toys-737,toys,9.69,149
738,food-738,food,11.06,156
739,electronics-739,electronics,12.43,163
740,clothing-740,clothing,13.80,170
741,books-741,books,15.17,177
742,home-742,home,16.54,184
743,toys-743,toys,17.91,191
744,food-744,food,19.28,198
745,electronics-745,electronics,20.65,205
746,clothing-746,clothing,22.02,212
747,books-747,books,23.39,219
748,home-748,home,24.76,226
749,toys-749,toys,26.13,233
750,food-750,food,27.50,240
751,electronics-751,electronics,28.87,247
752,clothing-752,clothing,30.24,254
753,books-753,books,31.61,261
754,home-754,home,32.98,268
755,toys-755,toys,34.35,275
756,food-756,food,35.72,282
757,electronics-757,electronics,37.09,289
758,clothing-758,clothing,38.46,296
759,books-759,books,39.83,303
760,home-760,home,41.20,310
761,toys-761,toys,42.57,317
762,food-762,food,43.94,324
763,electronics-763,electronics,45.31,331
764,clothing-764,clothing,46.68,338
765,books-765,books,48.05,345
766,home-766,home,49.42,352
767,toys-767,toys,50.79,359
768,food-768,food,52.16,366
769,electronics-769,electronics,53.53,373
770,clothing-770,clothing,54.90,380
771,books-771,books,56.27,387
772,home-772,home,57.64,394
773,toys-773,toys,59.01,401
774,food-774,food,60.38,408
775,electronics-775,electronics,61.75,415
776,clothing-776,clothing,63.12,422
777,books-777,books,64.49,429
778,home-778,home,65.86,436
779,toys-779,toys,67.23,443
780,food-780,food,68.60,450
781,electronics-781,electronics,69.97,457
782,clothing-782,clothing,71.34,464
783,books-783,books,72.71,471
784,home-784,home,74.08,478
785,toys-785,toys,75.45,485
786,food-786,food,76.82,492
787,electronics-787,electronics,78.19,499
788,clothing-788,clothing,79.56,5
789,books-789,books,80.93,12
790,home-790,home,82.30,19
791,toys-791,toys,83.67,26
792,food-792,food,85.04,33
793,electronics-793,electronics,86.41,40
794,clothing-794,clothing,87.78,47
795,books-795,books,89.15,54
796,home-796,home,90.52,61
797,toys-797,toys,91.89,68
798,food-798,food,93.26,75
799,electronics-799,electronics,94.63,82
800,clothing-800,clothing,96.00,89
801,books-801,books,97.37,96
802,home-802,home,98.74,103
803,toys-803,toys,0.11,110
804,food-804,food,1.48,117
805,electronics-805,electronics,2.85,124
806,clothing-806,clothing,4.22,131
807,books-807,books,5.59,138
808,home-808,home,6.96,145
809,toys-809,toys,8.33,152
810,food-810,food,9.70,159
811,electronics-811,electronics,11.07,166
812,clothing-812,clothing,12.44,173
813,books-813,books,13.81,180
814,home-814,home,15.18,187
815,toys-815,toys,16.55,194
816,food-816,food,17.92,201
817,electronics-817,electronics,19.29,208
818,clothing-818,clothing,20.66,215
819,books-819,books,22.03,222
820,home-820,home,23.40,229
821,toys-821,toys,24.77,236
822,food-822,food,26.14,243
823,electronics-823,electronics,27.51,250
824,clothing-824,clothing,28.88,257
825,books-825,books,30.25,264
826,home-826,home,31.62,271
827,toys-827,toys,32.99,278
828,food-828,food,34.36,285
829,electronics-829,electronics,35.73,292
830,clothing-830,clothing,37.10,299
831,books-831,books,38.47,306
832,home-832,home,39.84,313
833,toys-833,toys,41.21,320
834,food-834,food,42.58,327
835,electronics-835,electronics,43.95,334
836,clothing-836,clothing,45.32,341
837,books-837,books,46.69,348
838,home-838,home,48.06,355
839,toys-839,toys,49.43,362
840,food-840,food,50.80,369
841,electronics-841,electronics,52.17,376
842,clothing-842,clothing,53.54,383
843,books-843,books,54.91,390
844,home-844,home,56.28,397
845,toys-845,toys,57.65,404
846,food-846,food,59.02,411
847,electronics-847,electronics,60.39,418
848,clothing-848,clothing,61.76,425
849,books-849,books,63.13,432
850,home-850,home,64.50,439
851,toys-851,toys,65.87,446
852,food-852,food,67.24,453
853,electronics-853,electronics,68.61,460
854,clothing-854,clothing,69.98,467
855,books-855,books,71.35,474
856,home-856,home,72.72,481
857,toys-857,toys,74.09,488
858,food-858,food,75.46,495
859,electronics-859,electronics,76.83,1
860,clothing-860,clothing,78.20,8
861,books-861,books,79.57,15
862,home-862,home,80.94,22
863,toys-863,toys,82.31,29
864,food-864,food,83.68,36
865,electronics-865,electronics,85.05,43
866,clothing-866,clothing,86.42,50
867,books-867,books,87.79,57
868,home-868,home,89.16,64
869,toys-869,toys,90.53,71
870,food-870,food,91.90,78
871,electronics-871,electronics,93.27,85
872,clothing-872,clothing,94.64,92
873,books-873,books,96.01,99
874,home-874,home,97.38,106
875,toys-875,toys,98.75,113
876,food-876,food,0.12,120
877,electronics-877,electronics,1.49,127
878,clothing-878,clothing,2.86,134
879,books-879,books,4.23,141
880,home-880,home,5.60,148
881,toys-881,toys,6.97,155
882,food-882,food,8.34,162
883,electronics-883,electronics,9.71,169
884,clothing-884,clothing,11.08,176
885,books-885,books,12.45,183
886,home-886,home,13.82,190
887,toys-887,toys,15.19,197
888,food-888,food,16.56,204
889,electronics-889,electronics,17.93,211
890,clothing-890,clothing,19.30,218
891,books-891,books,20.67,225
892,home-892,home,22.04,232
